uniqueID,drugName,condition,review,rating,date,usefulCount
48843,Ethinyl estradiol / levonorgestrel,Birth Control,"""Just started my second pack of this pill. I switched from tri-sprintec due to side effects from that such as nausea, constant breast tenderness, and increased anxiety. I have had no side effects with Orysthia so far. My breasts did get tender before my period, but I&#039;m used to that anyways. My period started the 3rd day of placebo pills and I had mild cramping. My period did last for 5-7 days but was not heavy. My sex drive  is pretty low, but it has been ever since I started taking any form of birth control about 7 months ago. Overall, I&#039;m really pleased with this pill!""",9,16-Jan-17,7
84335,Ethinyl estradiol / norgestimate,Birth Control,"""I&#039;ve been taking trinessa for 10 days for birth control/acne/regulating my period. So far I&#039;ve lost 11 lbs. The first 5 days I had awful mood swings and barely had an appetite for anything. It&#039;s odd for me to lose so much weight cause I&#039;m not overweight and have never lost this much weight in 10 days but otherwise it&#039;s going okay! Haven&#039;t noticed a difference in my acne but time will tell!""",8,19-Jan-17,6
198574,Depo-Provera,Birth Control,"""I was on depot for 4 months after giving birth, I stopped having the shots as it caused moodiness, ange, depression, weight gain and all sorts of probs I&#039;d never had before. Didn&#039;t get aunt flo for the whole 4 months. Then when I stopped the shots aunt flo didn&#039;t go away for nearly 9 (very long) frustrating month&#039;s.""",1,1-Dec-17,0
143798,Etonogestrel,Birth Control,"""I first got the Implanon after I had my son in 2011. It was great!!! I only had a period every 2-3 months and absolutely no other side effects. I got it taken out and another one inserted in September 2015 and everything was the same until September 2016. Everything changed. It started with my period but with that I became very nauseous, depressed, anxious, and worried. I was angry and upset and just wanted to stay in bed. Went to doctor and was given meds for depression and panic attacks but I knew something had to be the cause because I&#039;ve never ever had these problems. I&#039;ve had blood tests ran, Pap smear, and even ultrasounds on my Thyroid and abdomen. Nothing was found. After reading reviews on the implanon, it was removed last week!!""",5,1-Oct-16,10
168720,Vilazodone,Depression,"""Viibryd  is working well for me.  I changed from celexa to this drug due to not being effective anymore.  Initially it did give GI issues for about 4-5 days but then eventually went away.  Viibryd does has the least sexual side effects than the others. My dreams are pretty vivid with occasional well, I say not so pleasant dreams.  I went up to 40mg along with 300mg Lamitcal and 30mg Nortriptyline.   The Viibryd makes me a lot less sleepy than the celexa did.  So far all is well.""",9,29-Sep-15,36
144579,Etonogestrel,Birth Control,"""I gave this a low rating as it has been the worst experience for me. I have my period 2-3 weeks out of every month and some months I have it the entire month. I get cramping for a week out of it. It is very effective as the &quot;birth&quot; control part of it. I&#039;ve had it for almost 3 years and am due to get it removed soon. I waited this long because I didn&#039;t want to have to pay to remove it and figure something else out. No birth control has been great for me. So disappointing.""",3,16-Mar-16,0
122833,Ethinyl estradiol / norgestrel,Birth Control,"""My doctor put me on Cryselle after 3 years on Microgestin. I&#039;ve been on Cryselle for 2 years now.

 I switched pills b/c of headaches, VERY tender breasts, and the pill causing zero libido (I&#039;m not exaggerating).

 Cryselle improved my headaches, although I still have them they are not as bad.  Breasts are also not as sore, although Cryselle caused them to grow huge. Libido is better, but only by like 10% (which is generous). 

Overall, my experience with Cryselle has been positive. Also, I haven&#039;t gotten pregnant so it obviously gets then job done!""",8,9-Mar-17,4
153168,Doxycycline,Acne,"""Was prescribed Doxy for unrelated condition. Face began clearing of redness within the first week. Almost normal by second. Didn&#039;t expect this!""",9,21-Jan-16,9
109228,Nexplanon,Birth Control,"""I don&#039;t seem to have as many problems as others. No weight gain. I have started exercise and diet and I have lost 20 lbs. My anxiety has recently flared slightly but other birth control pills have been worse. No periods for the year but now they are somewhat irregular. They started heavy but are getting lighter. My main complaint is that sometimes I have PMS symptoms for a couple weeks at a time when I am not having periods. But it does its job and it is really nice to not have to worry about pills or monthly refills!!!""",8,24-Feb-17,3
174345,Tri-Lo-Sprintec,Birth Control,"""I talked to my doctor about getting on the pill mainly for birth control. I also asked to be on a pill that will help clear my moderate acne and not make it worse. I was given Tri Lo Sprintec. After reading the mostly awful reviews about it I was really nervous to start taking it but I thought I&#039;d give it a shot and if it was awful talk to my doctor about an alternative. I&#039;m now on day 7 and there hasn&#039;t been any major complications. The only negatives are that I get headaches and occasional nausea (not severe) and as far as my acne, it hasn&#039;t really made a change. My doctor said it will take a few months to adjust so I&#039;ll see how things go but so far it&#039;s not too bad. Gave it half stars because I&#039;m only on day 7.""",5,30-Jul-17,1
73258,Ethinyl estradiol / norethindrone,Birth Control,"""My first three months on this pill were like a DREAM. I switched to it from Orsythia (which I had been taking for 3 years) because I was having painful periods and my sex drive was gone. This pill completely stopped my period with NO spotting or anything, and never any cramps. No acne, no mood changes. My breasts even grew. I was so happy. Now I am on month 4 and it is hell. I&#039;m having migraines and nausea all day, and bad mood swings. I am stopping this pill and going back to my OB.""",4,17-Jul-14,19
182784,Cymbalta,Depression,"""I had been suffering from depression, suicidal thoughts &amp; tendencies anxiety and nerve damage. I went to a doctor who prescribed me cymbalta and I started on 30 mg. I was on it for about 1 week and I noticed I wasnt eating. I would have to tell myself to eat because I could go a whole day without eating anything. I noticed I did feel a little bit better in my ways but it wasnt enough to keep me motivated to do anything. So the second week I was put on 60 mg. I can say I have never been this motivated ever with school work going out with friends trying new things and actually participating in school. Im 4 weeks in now &amp; ive never been better. Downsides: restlessness waking from sleep jitters and waves of feeling hyper.""",8,8-Oct-16,53
